"country","code","population_size","world_bank_economies","date_tests_last_reported","days_since_tests_reported","tpr_year_smoothed_truncated","avg_daily_tests_per_1000_last_year_smoothed","cum_seq","pct_cases_sequenced_in_last_year","sequences_per_100k_last_year","dx_testing_binary","sars_cov_2_binary","ngs_capacity","facility_access","ngs_facility","archetype_orig","dx_archetype","sx_archetype","dx_testing_rec","sx_sequencing_rec","prev_dx","prev_sequ","seq_but_no_test_flag","TPR_pct","daily_tests_per_1000","pct_seq","seq_per_100k"
"Burundi","BDI",11891000,"Low income","September 13, 2022",18,0.0312,0.25,157,0.29,0.749,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","3.1 %","0.25 per 1,000 persons","0.29 %","0.7 per 100k persons"
"Cambodia","KHM",16719000,"Lower middle income","September 21, 2022",10,0.0418,0.11,3603,9.63,14.504,"Does not meet testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","4.2 %","0.11 per 1,000 persons","9.63 %","14.5 per 100k persons"
"Cameroon","CMR",26546000,"Lower middle income","August 25, 2022",37,0.024,0.16,1305,2.13,2.302,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","2.4 %","0.16 per 1,000 persons","2.13 %","2.3 per 100k persons"
"Canada","CAN",37742000,"High income","September 23, 2022",8,0.121,1.63,397240,8.62,600.901,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","12.1 %","1.63 per 1,000 persons","8.62 %","600.9 per 100k persons"
"Cape Verde","CPV",556000,"Lower middle income","September 29, 2022",2,0.1246,0.98,656,1.67,70.247,"Meets testing target","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","12.5 %","0.98 per 1,000 persons","1.67 %","70.2 per 100k persons"
"Cayman Islands","CYM",NaN,"High income","No tests reported",NaN,NaN,NaN,101,0,1.468,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","1.5 per 100k persons"
"Central African Republic","CAF",4830000,"Low income","September 20, 2022",11,0.0914,0.02,110,1.33,0.861,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","9.1 %","0.02 per 1,000 persons","1.33 %","0.9 per 100k persons"
"Chad","TCD",16426000,"Low income","August 16, 2022",46,0.0379,0.01,49,1.34,0.198,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","3.8 %","0.01 per 1,000 persons","1.34 %","0.2 per 100k persons"
"Chile","CHL",19116000,"High income","October 01, 2022",0,0.1267,3.35,35781,0.76,115.563,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","12.7 %","3.35 per 1,000 persons","0.76 %","115.6 per 100k persons"
"China","CHN",1439324000,"Upper middle income","June 24, 2020",829,NaN,NaN,2492,0.1,0.061,"Insufficient testing data","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Insufficient data","Strengthen/Leverage","Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Insufficient data","Strengthen/Leverage","no","Insufficient data","Insufficient data","0.1 %","0.1 per 100k persons"
"Colombia","COL",50883000,"Upper middle income","September 29, 2022",2,0.1212,0.6,22805,1,26.246,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","12.1 %","0.6 per 1,000 persons","1 %","26.2 per 100k persons"
"Comoros","COM",870000,"Lower middle income","July 06, 2022",87,0.0829,0.2,34,0.65,3.408,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","8.3 %","0.2 per 1,000 persons","0.65 %","3.4 per 100k persons"
"Cook Islands","COK",NaN,"No income data","No tests reported",NaN,NaN,NaN,0,0,0,"Insufficient testing data","Does not meet sequencing target",NaN,"Insufficient data",NaN,"Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"Costa Rica","CRI",5094000,"Upper middle income","June 01, 2022",122,0.1602,1.85,7092,0.95,107.723,"Meets testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","16 %","1.85 per 1,000 persons","0.95 %","107.7 per 100k persons"
"Croatia","HRV",4105000,"High income","September 29, 2022",2,0.3438,1.61,37925,3.41,693.548,"Does not meet testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","34.4 %","1.61 per 1,000 persons","3.41 %","693.5 per 100k persons"
"Cuba","CUB",11327000,"Upper middle income","October 01, 2022",0,0.0525,1.13,1600,0.23,4.735,"Meets testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Sustain","Connect/Build","Sustain - Sustain diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Sustain","Connect/Build","no","5.2 %","1.13 per 1,000 persons","0.23 %","4.7 per 100k persons"
"Curaçao","CUW",NaN,"High income","No tests reported",NaN,NaN,NaN,2015,4.17,631.508,"Insufficient testing data","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","Insufficient data","Insufficient data","4.17 %","631.5 per 100k persons"
"Cyprus","CYP",1207000,"High income","July 11, 2021",447,NaN,NaN,1372,0.14,71.874,"Insufficient testing data","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Insufficient data","Strengthen/Leverage","Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Insufficient data","Strengthen/Leverage","no","Insufficient data","Insufficient data","0.14 %","71.9 per 100k persons"
"Czech Republic","CZE",10709000,"High income","October 01, 2022",0,0.1327,4.65,51132,1.61,370.506,"Meets testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","13.3 %","4.65 per 1,000 persons","1.61 %","370.5 per 100k persons"
"Democratic Republic of the Congo","COD",89561000,"Low income","September 29, 2022",2,0.0478,0.02,1230,0.74,0.275,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","4.8 %","0.02 per 1,000 persons","0.74 %","0.3 per 100k persons"
"Denmark","DNK",5792000,"High income","September 30, 2022",1,0.0665,21.23,575368,13.64,6852.076,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","6.7 %","21.23 per 1,000 persons","13.64 %","6852.1 per 100k persons"
"Djibouti","DJI",988000,"Lower middle income","September 20, 2022",11,0.0236,0.38,832,17.09,43.598,"Does not meet testing target","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","2.4 %","0.38 per 1,000 persons","17.09 %","43.6 per 100k persons"
"Dominica","DMA",72000,"Upper middle income","December 28, 2021",277,0.0652,7.8,39,0.16,27.62,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","6.5 %","7.8 per 1,000 persons","0.16 %","27.6 per 100k persons"
"Dominican Republic","DOM",10848000,"Upper middle income","September 17, 2022",14,0.179,0.41,1803,0.44,11.234,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","17.9 %","0.41 per 1,000 persons","0.44 %","11.2 per 100k persons"
"East Timor","TLS",NaN,"Lower middle income","No tests reported",NaN,NaN,NaN,357,0.03,0.076,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0.03 %","0.1 per 100k persons"
"Ecuador","ECU",17643000,"Upper middle income","February 01, 2022",242,0.3652,0.29,7806,0.87,24.121,"Insufficient testing data","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","36.5 %","0.29 per 1,000 persons","0.87 %","24.1 per 100k persons"
"Egypt","EGY",102334000,"Lower middle income","August 15, 2022",47,0.0246,0.26,2570,0.6,1.155,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","2.5 %","0.26 per 1,000 persons","0.6 %","1.2 per 100k persons"
"El Salvador","SLV",6486000,"Lower middle income","August 30, 2022",32,0.0706,0.61,611,0.39,5.955,"Meets testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Sustain","Strengthen/Leverage","Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Sustain","Strengthen/Leverage","no","7.1 %","0.61 per 1,000 persons","0.39 %","6 per 100k persons"
"Equatorial Guinea","GNQ",1403000,"Upper middle income","September 26, 2022",5,0.0309,0.32,214,0.15,0.428,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","3.1 %","0.32 per 1,000 persons","0.15 %","0.4 per 100k persons"
"Eritrea","ERI",3546000,"Low income","December 21, 2020",649,NaN,NaN,0,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"Estonia","EST",1327000,"High income","September 27, 2022",4,0.2776,3.34,13910,1.64,548.807,"Does not meet testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","27.8 %","3.34 per 1,000 persons","1.64 %","548.8 per 100k persons"
"Eswatini","SWZ",1160000,"Lower middle income","September 13, 2022",18,0.1366,0.48,1054,2.25,51.666,"Does not meet testing target","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","yes","13.7 %","0.48 per 1,000 persons","2.25 %","51.7 per 100k persons"
"Ethiopia","ETH",114964000,"Low income","September 29, 2022",2,0.0831,0.04,616,0.06,0.077,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","8.3 %","0.04 per 1,000 persons","0.06 %","0.1 per 100k persons"
