"country","code","population_size","world_bank_economies","date_tests_last_reported","days_since_tests_reported","tpr_year_smoothed_truncated","avg_daily_tests_per_1000_last_year_smoothed","cum_seq","pct_cases_sequenced_in_last_year","sequences_per_100k_last_year","dx_testing_binary","sars_cov_2_binary","ngs_capacity","facility_access","ngs_facility","archetype_orig","dx_archetype","sx_archetype","dx_testing_rec","sx_sequencing_rec","prev_dx","prev_sequ","seq_but_no_test_flag","TPR_pct","daily_tests_per_1000","pct_seq","seq_per_100k"
"Bulgaria","BGR",6948000,"Upper middle income","July 31, 2022",1,0.1169,2.63,18271,1.82,207.134,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","11.7 %","2.63 per 1,000 persons","1.82 %","207.1 per 100k persons"
"Burkina Faso","BFA",20903000,"Low income","March 09, 2022",145,0.0642,0.02,663,0.7,0.24,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","6.4 %","0.02 per 1,000 persons","0.7 %","0.2 per 100k persons"
"Burundi","BDI",11891000,"Low income","July 31, 2022",1,0.0294,0.3,157,0.25,0.749,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","2.9 %","0.3 per 1,000 persons","0.25 %","0.7 per 100k persons"
"Cambodia","KHM",16719000,"Lower middle income","July 31, 2022",1,0.0492,0.2,3307,4.37,15.498,"Does not meet testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","yes","4.9 %","0.2 per 1,000 persons","4.37 %","15.5 per 100k persons"
"Cameroon","CMR",26546000,"Lower middle income","July 22, 2022",10,0.0405,0.1,1170,2.18,3.063,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","4 %","0.1 per 1,000 persons","2.18 %","3.1 per 100k persons"
"Canada","CAN",37742000,"High income","July 29, 2022",3,0.1062,1.83,363781,9.18,641.077,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","10.6 %","1.83 per 1,000 persons","9.18 %","641.1 per 100k persons"
"Cape Verde","CPV",556000,"Lower middle income","July 31, 2022",1,0.1185,1.18,584,1.54,74.159,"Meets testing target","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","11.8 %","1.18 per 1,000 persons","1.54 %","74.2 per 100k persons"
"Cayman Islands","CYM",NaN,"High income","No tests reported",NaN,NaN,NaN,101,0.09,38.159,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0.09 %","38.2 per 100k persons"
"Central African Republic","CAF",4830000,"Low income","July 30, 2022",2,0.1944,0.02,110,0.62,0.861,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","19.4 %","0.02 per 1,000 persons","0.62 %","0.9 per 100k persons"
"Chad","TCD",16426000,"Low income","July 28, 2022",4,0.0311,0.01,49,1.71,0.244,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","3.1 %","0.01 per 1,000 persons","1.71 %","0.2 per 100k persons"
"Chile","CHL",19116000,"High income","July 31, 2022",1,0.1116,3.35,31857,0.92,124.315,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","11.2 %","3.35 per 1,000 persons","0.92 %","124.3 per 100k persons"
"China","CHN",1439324000,"Upper middle income","June 24, 2020",768,NaN,NaN,2487,0.12,0.07,"Insufficient testing data","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Insufficient data","Strengthen/Leverage","Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Insufficient data","Strengthen/Leverage","no","Insufficient data","Insufficient data","0.12 %","0.1 per 100k persons"
"Colombia","COL",50883000,"Upper middle income","July 31, 2022",1,0.1094,0.74,21034,1.05,30.07,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","10.9 %","0.74 per 1,000 persons","1.05 %","30.1 per 100k persons"
"Comoros","COM",870000,"Lower middle income","July 06, 2022",26,0.0697,0.2,34,0.65,3.408,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","7 %","0.2 per 1,000 persons","0.65 %","3.4 per 100k persons"
"Cook Islands","COK",NaN,"No income data","No tests reported",NaN,NaN,NaN,0,0,0,"Insufficient testing data","Does not meet sequencing target",NaN,"Insufficient data",NaN,"Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"Costa Rica","CRI",5094000,"Upper middle income","June 01, 2022",61,0.1697,1.86,5760,0.75,90.688,"Meets testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","17 %","1.86 per 1,000 persons","0.75 %","90.7 per 100k persons"
"Croatia","HRV",4105000,"High income","July 31, 2022",1,0.2974,1.84,34074,3.36,681.825,"Does not meet testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","29.7 %","1.84 per 1,000 persons","3.36 %","681.8 per 100k persons"
"Cuba","CUB",11327000,"Upper middle income","July 31, 2022",1,0.0975,1.84,1521,0.08,4.877,"Meets testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Sustain","Connect/Build","Sustain - Sustain diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Sustain","Connect/Build","no","9.8 %","1.84 per 1,000 persons","0.08 %","4.9 per 100k persons"
"Curaçao","CUW",NaN,"High income","No tests reported",NaN,NaN,NaN,1897,4.23,697.181,"Insufficient testing data","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","Insufficient data","Insufficient data","4.23 %","697.2 per 100k persons"
"Cyprus","CYP",1207000,"High income","July 11, 2021",386,NaN,NaN,1372,0.14,71.986,"Insufficient testing data","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Insufficient data","Strengthen/Leverage","Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Insufficient data","Strengthen/Leverage","no","Insufficient data","Insufficient data","0.14 %","72 per 100k persons"
"Czech Republic","CZE",10709000,"High income","August 01, 2022",0,0.1004,5.89,45814,1.66,364.865,"Meets testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","10 %","5.89 per 1,000 persons","1.66 %","364.9 per 100k persons"
"Democratic Republic of the Congo","COD",89561000,"Low income","July 31, 2022",1,0.0528,0.02,1171,0.58,0.255,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","5.3 %","0.02 per 1,000 persons","0.58 %","0.3 per 100k persons"
"Denmark","DNK",5792000,"High income","July 29, 2022",3,0.0568,24.66,545518,13.92,6926.16,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","5.7 %","24.66 per 1,000 persons","13.92 %","6926.2 per 100k persons"
"Djibouti","DJI",988000,"Lower middle income","May 27, 2022",66,0.0336,0.4,716,9.93,36.271,"Does not meet testing target","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","3.4 %","0.4 per 1,000 persons","9.93 %","36.3 per 100k persons"
"Dominica","DMA",72000,"Upper middle income","December 28, 2021",216,0.0628,9.41,39,0.2,41.43,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","6.3 %","9.41 per 1,000 persons","0.2 %","41.4 per 100k persons"
"Dominican Republic","DOM",10848000,"Upper middle income","July 24, 2022",8,0.1631,0.45,1425,0.31,8.023,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","16.3 %","0.45 per 1,000 persons","0.31 %","8 per 100k persons"
"East Timor","TLS",NaN,"Lower middle income","No tests reported",NaN,NaN,NaN,356,0.04,0.379,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0.04 %","0.4 per 100k persons"
"Ecuador","ECU",17643000,"Upper middle income","February 01, 2022",181,0.319,0.24,6453,0.9,23.941,"Insufficient testing data","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Test","Sustain","no","31.9 %","0.24 per 1,000 persons","0.9 %","23.9 per 100k persons"
"Egypt","EGY",102334000,"Lower middle income","July 28, 2022",4,0.0266,0.23,2349,0.48,1.019,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","2.7 %","0.23 per 1,000 persons","0.48 %","1 per 100k persons"
"El Salvador","SLV",6486000,"Lower middle income","July 28, 2022",4,0.0773,0.56,513,0.28,4.672,"Meets testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Sustain","Strengthen/Leverage","Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Sustain","Strengthen/Leverage","no","7.7 %","0.56 per 1,000 persons","0.28 %","4.7 per 100k persons"
"Equatorial Guinea","GNQ",1403000,"Upper middle income","July 31, 2022",1,0.0435,0.36,213,0.25,1.224,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","4.3 %","0.36 per 1,000 persons","0.25 %","1.2 per 100k persons"
"Eritrea","ERI",3546000,"Low income","December 21, 2020",588,NaN,NaN,0,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"Estonia","EST",1327000,"High income","July 26, 2022",6,0.2488,3.86,12917,1.73,591.48,"Does not meet testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","24.9 %","3.86 per 1,000 persons","1.73 %","591.5 per 100k persons"
"Eswatini","SWZ",1160000,"Lower middle income","July 31, 2022",1,0.1719,0.67,976,1.51,59.466,"Meets testing target","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","17.2 %","0.67 per 1,000 persons","1.51 %","59.5 per 100k persons"
"Ethiopia","ETH",114964000,"Low income","July 31, 2022",1,0.0996,0.05,616,0.18,0.311,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","10 %","0.05 per 1,000 persons","0.18 %","0.3 per 100k persons"
