"country","code","population_size","world_bank_economies","pct_cases_sequenced_in_last_year","sequences_per_100k_last_year","sars_cov_2_binary"
"Botswana","BWA",2352000,"Upper middle income",1.23,129.482,"Meets sequencing target"
"Brazil","BRA",212559000,"Upper middle income",0.77,51.284,"Meets sequencing target"
"British Virgin Islands","VGB",NaN,"High income",2.49,532.492,"Meets sequencing target"
"Brunei","BRN",437000,"High income",1.31,439.379,"Meets sequencing target"
"Bulgaria","BGR",6948000,"Upper middle income",1.69,182.697,"Meets sequencing target"
"Burkina Faso","BFA",20903000,"Low income",0.54,0.186,"Does not meet sequencing target"
"Burundi","BDI",11891000,"Low income",0.15,0.441,"Does not meet sequencing target"
"Cambodia","KHM",16719000,"Lower middle income",2.62,16.31,"Meets sequencing target"
"Cameroon","CMR",26546000,"Lower middle income",1.57,2.362,"Does not meet sequencing target"
"Canada","CAN",37742000,"High income",8.7,572.03,"Meets sequencing target"
"Cape Verde","CPV",556000,"Lower middle income",1.21,55.526,"Meets sequencing target"
"Cayman Islands","CYM",NaN,"High income",0.19,70.679,"Does not meet sequencing target"
"Central African Republic","CAF",4830000,"Low income",0.62,0.955,"Does not meet sequencing target"
"Chad","TCD",16426000,"Low income",1.97,0.29,"Does not meet sequencing target"
"Chile","CHL",19116000,"High income",0.97,117.263,"Meets sequencing target"
"China","CHN",1439324000,"Upper middle income",0.08,0.062,"Does not meet sequencing target"
"Colombia","COL",50883000,"Upper middle income",0.53,27.802,"Meets sequencing target"
"Comoros","COM",870000,"Lower middle income",0.66,3.152,"Does not meet sequencing target"
"Costa Rica","CRI",5094000,"Upper middle income",0.64,70.674,"Meets sequencing target"
"Croatia","HRV",4105000,"High income",3.5,668.944,"Meets sequencing target"
"Cuba","CUB",11327000,"Upper middle income",0.05,3.976,"Does not meet sequencing target"
"Curaçao","CUW",NaN,"High income",4.02,771.257,"Meets sequencing target"
"Cyprus","CYP",1207000,"High income",0,0.112,"Does not meet sequencing target"
"Czech Republic","CZE",10709000,"High income",1.64,344.742,"Meets sequencing target"
"Democratic Republic of the Congo","COD",89561000,"Low income",0.76,0.468,"Does not meet sequencing target"
"Denmark","DNK",5792000,"High income",13.91,6829.045,"Meets sequencing target"
"Djibouti","DJI",988000,"Lower middle income",9.01,37.218,"Meets sequencing target"
"Dominica","DMA",72000,"Upper middle income",0.15,29.097,"Does not meet sequencing target"
"Dominican Republic","DOM",10848000,"Upper middle income",0.24,6.354,"Does not meet sequencing target"
"East Timor","TLS",NaN,"Lower middle income",0.46,5.432,"Does not meet sequencing target"
"Ecuador","ECU",17643000,"Upper middle income",1.11,27.884,"Meets sequencing target"
"Egypt","EGY",102334000,"Lower middle income",0.45,1.084,"Does not meet sequencing target"
"El Salvador","SLV",6486000,"Lower middle income",0.4,5.431,"Does not meet sequencing target"
"Equatorial Guinea","GNQ",1403000,"Upper middle income",0.3,1.517,"Does not meet sequencing target"
"Eritrea","ERI",3546000,"Low income",0,0,"Does not meet sequencing target"
"Estonia","EST",1327000,"High income",1.68,565.807,"Meets sequencing target"
"Eswatini","SWZ",1160000,"Lower middle income",1.46,67.3,"Meets sequencing target"
"Ethiopia","ETH",114964000,"Low income",0.26,0.451,"Does not meet sequencing target"
"Faroe Islands","FRO",49000,"High income",0,0,"Does not meet sequencing target"
"Fiji","FJI",896000,"Upper middle income",0.69,49.175,"Meets sequencing target"
"Finland","FIN",5541000,"High income",2.09,376.093,"Meets sequencing target"
"France","FRA",65274000,"High income",1.04,369.023,"Meets sequencing target"
"French Polynesia","PYF",281000,"High income",0.14,26.899,"Does not meet sequencing target"
"Gabon","GAB",2226000,"Upper middle income",0.97,9.873,"Does not meet sequencing target"
"Georgia","GEO",3989000,"Upper middle income",0.13,42.012,"Does not meet sequencing target"
"Germany","DEU",83784000,"High income",2.25,607.855,"Meets sequencing target"
"Ghana","GHA",31073000,"Lower middle income",3.08,6.533,"Does not meet sequencing target"
"Gibraltar","GIB",NaN,"High income",14.45,6063.934,"Meets sequencing target"
"Greece","GRC",10423000,"High income",0.31,92.539,"Does not meet sequencing target"
"Greenland","GRL",57000,"High income",0,0,"Does not meet sequencing target"
"Grenada","GRD",113000,"Upper middle income",0.29,45.127,"Does not meet sequencing target"
"Guatemala","GTM",17916000,"Upper middle income",0.23,7.633,"Does not meet sequencing target"
"Guinea","GIN",13133000,"Low income",2.42,2.438,"Does not meet sequencing target"
"Guinea-Bissau","GNB",1968000,"Low income",0,0,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.27,16.575,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.27,16.575,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.27,16.575,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.27,16.575,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.27,16.575,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.27,16.575,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.27,16.575,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.27,16.575,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.27,16.575,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.27,16.575,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.27,16.575,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.27,16.575,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.27,16.575,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.27,16.575,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.27,16.575,"Does not meet sequencing target"
"Guyana","GUY",787000,"Upper middle income",0.27,16.575,"Does not meet sequencing target"
"Haiti","HTI",NaN,"Low income",0.65,0.918,"Does not meet sequencing target"
"Honduras","HND",9905000,"Lower middle income",0.08,1.52,"Does not meet sequencing target"
"Hong Kong SAR, China","HKG",7497000,"High income",0.4,63.513,"Does not meet sequencing target"
"Hungary","HUN",9660000,"High income",0.01,1.173,"Does not meet sequencing target"
"Iceland","ISL",341000,"High income",2.12,1046.389,"Meets sequencing target"
"India","IND",1380004000,"Lower middle income",0.83,8.829,"Does not meet sequencing target"
"Indonesia","IDN",273524000,"Upper middle income",0.48,7.32,"Does not meet sequencing target"
"Iran","IRN",83993000,"Upper middle income",0.02,1.117,"Does not meet sequencing target"
"Iraq","IRQ",40223000,"Upper middle income",0.07,1.923,"Does not meet sequencing target"
"Ireland","IRL",4938000,"High income",4.03,1058.238,"Meets sequencing target"
"Isle of Man","IMN",NaN,"High income",0,0,"Does not meet sequencing target"
"Israel","ISR",8656000,"High income",2.17,772.048,"Meets sequencing target"
"Italy","ITA",60462000,"High income",0.62,136.287,"Meets sequencing target"
"Ivory Coast","CIV",26378000,"Lower middle income",0.48,0.625,"Does not meet sequencing target"
"Jamaica","JAM",2961000,"Upper middle income",1.4,41.837,"Meets sequencing target"
"Japan","JPN",126476000,"High income",2.66,170.855,"Meets sequencing target"
"Jordan","JOR",10203000,"Upper middle income",0.07,6.661,"Does not meet sequencing target"
"Kazakhstan","KAZ",18777000,"Upper middle income",0.02,1.042,"Does not meet sequencing target"
"Kenya","KEN",53771000,"Lower middle income",3.56,9.966,"Does not meet sequencing target"
"Kiribati","KIR",NaN,"Lower middle income",0,0,"Does not meet sequencing target"
"Kuwait","KWT",4271000,"High income",0.12,8.617,"Does not meet sequencing target"
"Kyrgyzstan","KGZ",6524000,"Lower middle income",0.1,1.463,"Does not meet sequencing target"
"Laos","LAO",NaN,"Lower middle income",0.05,1.491,"Does not meet sequencing target"
"Latvia","LVA",1886000,"High income",0.9,333.488,"Meets sequencing target"
"Lebanon","LBN",6825000,"Upper middle income",0.07,5.599,"Does not meet sequencing target"
"Lesotho","LSO",2142000,"Lower middle income",0.52,5.419,"Does not meet sequencing target"
"Liberia","LBR",5058000,"Low income",1.43,1.486,"Does not meet sequencing target"
"Libya","LBY",6871000,"Upper middle income",0,0.101,"Does not meet sequencing target"
"Liechtenstein","LIE",NaN,"High income",8.83,3317.3,"Meets sequencing target"
"Lithuania","LTU",2722000,"High income",3.41,999.642,"Meets sequencing target"
"Luxembourg","LUX",626000,"High income",14.34,3935.011,"Meets sequencing target"
"Macao SAR, China","MAC",NaN,"High income",0,0,"Does not meet sequencing target"
"Madagascar","MDG",27691000,"Low income",0.18,0.148,"Does not meet sequencing target"
"Malawi","MWI",19130000,"Low income",1.06,2.789,"Does not meet sequencing target"
"Malaysia","MYS",32366000,"Upper middle income",0.43,51.699,"Does not meet sequencing target"
"Maldives","MDV",541000,"Upper middle income",1.08,228.468,"Meets sequencing target"
"Mali","MLI",20251000,"Low income",0.07,0.053,"Does not meet sequencing target"
"Malta","MLT",442000,"High income",1.11,137.764,"Meets sequencing target"
"Marshall Islands","MHL",NaN,"Upper middle income",23.08,5.032,"Does not meet sequencing target"
"Mauritania","MRT",4650000,"Lower middle income",0.04,0.356,"Does not meet sequencing target"
"Mauritius","MUS",1272000,"High income",0.91,160.669,"Meets sequencing target"
"Mexico","MEX",128933000,"Upper middle income",1.34,34.454,"Meets sequencing target"
"Micronesia","FSM",NaN,"Lower middle income",0,0,"Does not meet sequencing target"
"Moldova","MDA",4034000,"Lower middle income",0.18,12.102,"Does not meet sequencing target"
"Monaco","MCO",NaN,"High income",0.9,220.142,"Meets sequencing target"
"Mongolia","MNG",NaN,"Lower middle income",0.09,24.3,"Does not meet sequencing target"
"Montenegro","MNE",628000,"Upper middle income",0.52,114.163,"Meets sequencing target"
"Morocco","MAR",36911000,"Lower middle income",0.06,1.125,"Does not meet sequencing target"
"Mozambique","MOZ",31255000,"Low income",0.39,1.881,"Does not meet sequencing target"
"Myanmar","MMR",54410000,"Lower middle income",0.01,0.119,"Does not meet sequencing target"
"Namibia","NAM",2541000,"Upper middle income",0.52,22.108,"Meets sequencing target"
"Nepal","NPL",29137000,"Lower middle income",0.47,6.531,"Does not meet sequencing target"
"Netherlands","NLD",17135000,"High income",1.25,474.597,"Meets sequencing target"
"New Caledonia","NCL",285000,"High income",0.01,3.123,"Does not meet sequencing target"
"New Zealand","NZL",4822000,"High income",0.96,218.891,"Meets sequencing target"
"Nicaragua","NIC",NaN,"Lower middle income",2.37,3.894,"Does not meet sequencing target"
"Niger","NER",24207000,"Low income",1.77,0.255,"Does not meet sequencing target"
"Nigeria","NGA",206140000,"Lower middle income",5.55,2.351,"Does not meet sequencing target"
"North Korea","PRK",NaN,"Low income",0,NaN,"Does not meet sequencing target"
"North Macedonia","MKD",2083000,"Upper middle income",0.15,11.092,"Does not meet sequencing target"
"Norway","NOR",5421000,"High income",3.5,837.397,"Meets sequencing target"
"Oman","OMN",5107000,"High income",0.22,7.371,"Does not meet sequencing target"
"Pakistan","PAK",220892000,"Lower middle income",0.35,0.939,"Does not meet sequencing target"
"Palau","PLW",NaN,"High income",0.69,NaN,"Does not meet sequencing target"
"Palestine","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"Palestine","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"Palestine","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"Palestine","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"Palestine","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"Palestine","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"Palestine","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"Palestine","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"Panama","PAN",4315000,"High income",0.51,55.825,"Meets sequencing target"
"Papua New Guinea","PNG",8947000,"Lower middle income",8.89,27.854,"Meets sequencing target"
"Paraguay","PRY",7133000,"Upper middle income",0.27,10.998,"Does not meet sequencing target"
"Peru","PER",32972000,"Upper middle income",1.01,49.326,"Meets sequencing target"
"Philippines","PHL",109581000,"Lower middle income",0.34,7.523,"Does not meet sequencing target"
"Poland","POL",37847000,"High income",2.09,173.006,"Meets sequencing target"
"Portugal","PRT",10197000,"High income",0.7,265.767,"Meets sequencing target"
"Qatar","QAT",2881000,"High income",1.32,67.872,"Meets sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.76,6.063,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.76,6.063,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.76,6.063,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.76,6.063,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.76,6.063,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.76,6.063,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.76,6.063,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.76,6.063,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.76,6.063,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.76,6.063,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.76,6.063,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.76,6.063,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.76,6.063,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.76,6.063,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.76,6.063,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.76,6.063,"Does not meet sequencing target"
"Romania","ROU",19238000,"High income",0.61,58.705,"Meets sequencing target"
"Russia","RUS",145934000,"Upper middle income",0.09,7.91,"Does not meet sequencing target"
"Rwanda","RWA",12952000,"Low income",0.41,3.163,"Does not meet sequencing target"
"Saint Kitts and Nevis","KNA",53000,"High income",1.24,130.729,"Meets sequencing target"
"Saint Lucia","LCA",184000,"Upper middle income",0.42,47.18,"Does not meet sequencing target"
"Saint Vincent and the Grenadines","VCT",111000,"Upper middle income",2.5,183.339,"Meets sequencing target"
"Samoa","WSM",NaN,"Upper middle income",0,0,"Does not meet sequencing target"
"San Marino","SMR",34000,"High income",0,0,"Does not meet sequencing target"
"São Tomé and Príncipe","STP",219000,"Lower middle income",0.16,2.686,"Does not meet sequencing target"
"Saudi Arabia","SAU",34814000,"High income",0.02,0.15,"Does not meet sequencing target"
"Senegal","SEN",16744000,"Lower middle income",4.07,10.584,"Meets sequencing target"
"Serbia","SRB",8737000,"Upper middle income",0.03,5.676,"Does not meet sequencing target"
"Seychelles","SYC",98000,"High income",3.94,1290.062,"Meets sequencing target"
"Sierra Leone","SLE",7977000,"Low income",0.65,0.283,"Does not meet sequencing target"
"Singapore","SGP",5850000,"High income",1.14,258.893,"Meets sequencing target"
"Slovakia","SVK",5460000,"High income",1.83,594.098,"Meets sequencing target"
"Slovenia","SVN",2079000,"High income",6.13,2273.223,"Meets sequencing target"
"Solomon Islands","SLB",NaN,"Lower middle income",1.26,32.387,"Meets sequencing target"
"Somalia","SOM",15893000,"Low income",0,0,"Does not meet sequencing target"
"South Africa","ZAF",59309000,"Upper middle income",1.29,48.939,"Meets sequencing target"
"South Korea","KOR",51269000,"High income",0.26,92.24,"Does not meet sequencing target"
"South Sudan","SSD",11194000,"Low income",1.57,0.958,"Does not meet sequencing target"
"Spain","ESP",46755000,"High income",1.04,192.375,"Meets sequencing target"
"Sri Lanka","LKA",21413000,"Lower middle income",0.6,13.351,"Meets sequencing target"
"Sudan","SDN",43849000,"Low income",0.04,0.024,"Does not meet sequencing target"
"Suriname","SUR",NaN,"Upper middle income",0.98,108.483,"Meets sequencing target"
"Sweden","SWE",10099000,"High income",7.49,1060.928,"Meets sequencing target"
"Switzerland","CHE",8655000,"High income",3.2,1093.547,"Meets sequencing target"
"Syria","SYR",NaN,"Low income",0.28,0.487,"Does not meet sequencing target"
"Taiwan","TWN",23817000,"High income",0.01,0.482,"Does not meet sequencing target"
"Tajikistan","TJK",9538000,"Low income",0,0,"Does not meet sequencing target"
"Tanzania","TZA",NaN,"Lower middle income",0.01,0.003,"Does not meet sequencing target"
"Thailand","THA",69800000,"Upper middle income",0.43,26.652,"Does not meet sequencing target"
"The Bahamas","BHS",393000,"High income",0.83,48.373,"Meets sequencing target"
"The Gambia","GMB",2417000,"Low income",10.95,26.458,"Meets sequencing target"
"Togo","TGO",8279000,"Low income",2.5,6.959,"Does not meet sequencing target"
"Tonga","TON",NaN,"Upper middle income",0,0,"Does not meet sequencing target"
"Trinidad and Tobago","TTO",1399000,"High income",1.59,155.91,"Meets sequencing target"
"Tunisia","TUN",11819000,"Lower middle income",0.11,6.15,"Does not meet sequencing target"
"Turkey","TUR",84339000,"Upper middle income",0.86,99.469,"Meets sequencing target"
"Turks and Caicos Islands","TCA",NaN,"High income",1.35,127.466,"Meets sequencing target"
"Uganda","UGA",45741000,"Low income",0.38,0.942,"Does not meet sequencing target"
"Ukraine","UKR",43734000,"Lower middle income",0.02,1.203,"Does not meet sequencing target"
"United Arab Emirates","ARE",9890000,"High income",0.01,0.22,"Does not meet sequencing target"
"United Kingdom","GBR",67886000,"High income",13.07,3265.385,"Meets sequencing target"
"United States of America","USA",331003000,"High income",5.11,779.416,"Meets sequencing target"
"Uruguay","URY",3474000,"High income",0.01,2.668,"Does not meet sequencing target"
"Uzbekistan","UZB",33469000,"Lower middle income",0.04,0.183,"Does not meet sequencing target"
"Vanuatu","VUT",NaN,"Lower middle income",0,0,"Does not meet sequencing target"
"Venezuela","VEN",28436000,"Upper middle income",0.13,1.272,"Does not meet sequencing target"
"Vietnam","VNM",97339000,"Lower middle income",0.04,4.401,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"Yemen","YEM",NaN,"Low income",0,0,"Does not meet sequencing target"
"Zambia","ZMB",18384000,"Lower middle income",0.25,3.028,"Does not meet sequencing target"
"Zimbabwe","ZWE",14863000,"Lower middle income",0.17,2.465,"Does not meet sequencing target"
