"country","code","population_size","world_bank_economies","pct_cases_sequenced_in_last_year","sequences_per_100k_last_year","sars_cov_2_binary"
"Syria","SYR",NaN,"Low income",0.92,0.249,"Does not meet sequencing target"
"Taiwan","TWN",23817000,"High income",0.02,9.329,"Does not meet sequencing target"
"Tajikistan","TJK",9538000,"Low income",0,0,"Does not meet sequencing target"
"Tanzania","TZA",NaN,"Lower middle income",0,0,"Does not meet sequencing target"
"Thailand","THA",69800000,"Upper middle income",0.67,21.333,"Meets sequencing target"
"The Bahamas","BHS",393000,"High income",0,0,"Does not meet sequencing target"
"The Gambia","GMB",2417000,"Low income",23.79,6.356,"Does not meet sequencing target"
"Togo","TGO",8279000,"Low income",5.52,1.774,"Does not meet sequencing target"
"Tonga","TON",NaN,"Upper middle income",0,0,"Does not meet sequencing target"
"Trinidad and Tobago","TTO",1399000,"High income",2.76,136.574,"Meets sequencing target"
"Tunisia","TUN",11819000,"Lower middle income",0.09,1.708,"Does not meet sequencing target"
"Turkey","TUR",84339000,"Upper middle income",0.3,18.52,"Does not meet sequencing target"
"Turks and Caicos Islands","TCA",NaN,"High income",2.19,37.178,"Meets sequencing target"
"Tuvalu","TUV",NaN,"Upper middle income",0,0,"Does not meet sequencing target"
"Uganda","UGA",45741000,"Low income",5.06,0.908,"Does not meet sequencing target"
"Ukraine","UKR",43734000,"Lower middle income",0.05,1.63,"Does not meet sequencing target"
"United Arab Emirates","ARE",9890000,"High income",0,0.011,"Does not meet sequencing target"
"United Kingdom","GBR",67886000,"High income",12.62,1280.099,"Meets sequencing target"
"United States of America","USA",331003000,"High income",5.64,445.857,"Meets sequencing target"
"Uruguay","URY",3474000,"High income",0.05,4.704,"Does not meet sequencing target"
"Uzbekistan","UZB",33469000,"Lower middle income",0.16,0.121,"Does not meet sequencing target"
"Vanuatu","VUT",NaN,"Lower middle income",0.83,30.605,"Meets sequencing target"
"Venezuela","VEN",28436000,"Upper middle income",0.57,1.321,"Does not meet sequencing target"
"Vietnam","VNM",97339000,"Lower middle income",0.06,5.043,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0,"Does not meet sequencing target"
"Yemen","YEM",NaN,"Low income",0,0,"Does not meet sequencing target"
"Zambia","ZMB",18384000,"Lower middle income",0.29,0.51,"Does not meet sequencing target"
"Zimbabwe","ZWE",14863000,"Lower middle income",0.16,0.319,"Does not meet sequencing target"
