"country","code","population_size","world_bank_economies","date_tests_last_reported","days_since_tests_reported","tpr_year_smoothed_truncated","avg_daily_tests_per_1000_last_year_smoothed","cum_seq","pct_cases_sequenced_in_last_year","sequences_per_100k_last_year","dx_testing_binary","sars_cov_2_binary","ngs_capacity","facility_access","ngs_facility","archetype_orig","dx_archetype","sx_archetype","dx_testing_rec","sx_sequencing_rec","prev_dx","prev_sequ","seq_but_no_test_flag","TPR_pct","daily_tests_per_1000","pct_seq","seq_per_100k"
"Aruba","ABW",NaN,"High income","No tests reported",NaN,NaN,NaN,3716,3.12,828.488,"Insufficient testing data","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","Insufficient data","Insufficient data","3.12 %","828.5 per 100k persons"
"Australia","AUS",25500000,"High income","September 09, 2022",53,0.2827,4.42,160287,1.13,442.374,"Does not meet testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","28.3 %","4.42 per 1,000 persons","1.13 %","442.4 per 100k persons"
"Austria","AUT",9006000,"High income","October 29, 2022",3,0.0448,31.51,176483,2.56,1325.448,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","4.5 %","31.51 per 1,000 persons","2.56 %","1325.4 per 100k persons"
"Azerbaijan","AZE",10139000,"Upper middle income","October 31, 2022",1,0.138,0.58,151,0,0.116,"Meets testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Sustain","Strengthen/Leverage","Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Sustain","Strengthen/Leverage","no","13.8 %","0.58 per 1,000 persons","0 %","0.1 per 100k persons"
"Bahrain","BHR",1702000,"High income","November 01, 2022",0,0.1144,5.81,10302,1.86,520.908,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","11.4 %","5.81 per 1,000 persons","1.86 %","520.9 per 100k persons"
"Bangladesh","BGD",164689000,"Lower middle income","October 30, 2022",2,0.0987,0.08,7291,0.54,1.468,"Does not meet testing target","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","9.9 %","0.08 per 1,000 persons","0.54 %","1.5 per 100k persons"
"Barbados","BRB",287000,"High income","October 14, 2022",18,0.2233,3.82,222,0.15,45.447,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","22.3 %","3.82 per 1,000 persons","0.15 %","45.4 per 100k persons"
"Belarus","BLR",9449000,"Upper middle income","July 06, 2022",118,0.0963,1.73,520,0.06,2.643,"Meets testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Sustain","Strengthen/Leverage","Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Sustain","Strengthen/Leverage","no","9.6 %","1.73 per 1,000 persons","0.06 %","2.6 per 100k persons"
"Belgium","BEL",11590000,"High income","October 28, 2022",4,0.2273,3.4,165601,3.04,847.629,"Does not meet testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","22.7 %","3.4 per 1,000 persons","3.04 %","847.6 per 100k persons"
"Belize","BLZ",398000,"Upper middle income","June 10, 2022",144,0.1273,3,1030,1.59,164.329,"Meets testing target","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","12.7 %","3 per 1,000 persons","1.59 %","164.3 per 100k persons"
"Benin","BEN",12123000,"Lower middle income","January 25, 2022",280,NaN,NaN,1250,15.53,3.527,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","15.53 %","3.5 per 100k persons"
"Bermuda","BMU",62000,"High income","October 20, 2022",12,0,19.11,233,1.28,252.309,"Insufficient testing data","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","No cases reported","19.11 per 1,000 persons","1.28 %","252.3 per 100k persons"
"Bhutan","BTN",772000,"Lower middle income","March 01, 2022",245,0.0191,5.75,0,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","1.9 %","5.75 per 1,000 persons","0 %","0 per 100k persons"
"Bolivia","BOL",11673000,"Lower middle income","January 02, 2022",303,0.2184,0.6,345,0.02,0.744,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","21.8 %","0.6 per 1,000 persons","0.02 %","0.7 per 100k persons"
"Bosnia and Herzegovina","BIH",3281000,"Upper middle income","October 31, 2022",1,0.3457,0.36,1456,0.6,27.184,"Does not meet testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","34.6 %","0.36 per 1,000 persons","0.6 %","27.2 per 100k persons"
"Botswana","BWA",2352000,"Upper middle income","May 18, 2022",167,0.2564,0.99,4575,2.1,110.938,"Does not meet testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","25.6 %","0.99 per 1,000 persons","2.1 %","110.9 per 100k persons"
"Brazil","BRA",212559000,"Upper middle income","August 17, 2022",76,0.8,0.25,187199,0.67,40.729,"Does not meet testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","80 %","0.25 per 1,000 persons","0.67 %","40.7 per 100k persons"
"British Indian Ocean Territory","IOT",NaN,"No income data","No tests reported",NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient testing data","Insufficient data",NaN,"Insufficient data",NaN,"Insufficient data","Insufficient data","Insufficient data","Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics","Insufficient data","Insufficient data","no","Insufficient data","Insufficient data","Insufficient data","Insufficient data"
"British Virgin Islands","VGB",NaN,"High income","No tests reported",NaN,NaN,NaN,195,2.18,319.163,"Insufficient testing data","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","Insufficient data","Insufficient data","2.18 %","319.2 per 100k persons"
"Brunei","BRN",437000,"High income","December 14, 2021",322,0.0145,8.5,3988,1.75,876.165,"Insufficient testing data","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","1.5 %","8.5 per 1,000 persons","1.75 %","876.2 per 100k persons"
"Bulgaria","BGR",6948000,"Upper middle income","November 01, 2022",0,0.1303,2.06,20208,1.57,154.896,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","13 %","2.06 per 1,000 persons","1.57 %","154.9 per 100k persons"
"Burkina Faso","BFA",20903000,"Low income","March 09, 2022",237,0.0893,0.02,664,0.32,0.097,"Insufficient testing data","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Insufficient data","Strengthen/Leverage","Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Insufficient data","Strengthen/Leverage","no","8.9 %","0.02 per 1,000 persons","0.32 %","0.1 per 100k persons"
"Burundi","BDI",11891000,"Low income","October 18, 2022",14,0.0287,0.25,157,0.31,0.729,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","2.9 %","0.25 per 1,000 persons","0.31 %","0.7 per 100k persons"
"Cambodia","KHM",16719000,"Lower middle income","October 24, 2022",8,0.0404,0.08,3654,11.2,12.941,"Does not meet testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","4 %","0.08 per 1,000 persons","11.2 %","12.9 per 100k persons"
"Cameroon","CMR",26546000,"Lower middle income","August 25, 2022",68,0.0158,0.15,1305,2.93,2.221,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","1.6 %","0.15 per 1,000 persons","2.93 %","2.2 per 100k persons"
"Canada","CAN",37742000,"High income","October 28, 2022",4,0.1349,1.45,413566,8.59,594.635,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","13.5 %","1.45 per 1,000 persons","8.59 %","594.6 per 100k persons"
"Cape Verde","CPV",556000,"Lower middle income","October 18, 2022",14,0.1317,0.93,694,1.84,74.853,"Meets testing target","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","13.2 %","0.93 per 1,000 persons","1.84 %","74.9 per 100k persons"
"Cayman Islands","CYM",NaN,"High income","No tests reported",NaN,NaN,NaN,101,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"Central African Republic","CAF",4830000,"Low income","October 31, 2022",1,0.0923,0.02,110,1.28,0.842,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","9.2 %","0.02 per 1,000 persons","1.28 %","0.8 per 100k persons"
"Chad","TCD",16426000,"Low income","October 31, 2022",1,0.0473,0.01,49,1.35,0.192,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","4.7 %","0.01 per 1,000 persons","1.35 %","0.2 per 100k persons"
"Chile","CHL",19116000,"High income","October 31, 2022",1,0.135,3.25,37023,0.68,106.327,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","13.5 %","3.25 per 1,000 persons","0.68 %","106.3 per 100k persons"
"China","CHN",1439324000,"Upper middle income","June 24, 2020",860,NaN,NaN,2493,0.08,0.053,"Insufficient testing data","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Insufficient data","Strengthen/Leverage","Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Insufficient data","Strengthen/Leverage","no","Insufficient data","Insufficient data","0.08 %","0.1 per 100k persons"
"Colombia","COL",50883000,"Upper middle income","October 27, 2022",5,0.1308,0.54,23247,0.94,23.536,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","13.1 %","0.54 per 1,000 persons","0.94 %","23.5 per 100k persons"
"Comoros","COM",870000,"Lower middle income","July 06, 2022",118,0.0907,0.2,46,0.62,3.346,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","9.1 %","0.2 per 1,000 persons","0.62 %","3.3 per 100k persons"
"Cook Islands","COK",NaN,"No income data","No tests reported",NaN,NaN,NaN,0,0,0,"Insufficient testing data","Does not meet sequencing target",NaN,"Insufficient data",NaN,"Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"Costa Rica","CRI",5094000,"Upper middle income","June 01, 2022",153,0.1619,1.92,7517,0.99,108.921,"Meets testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","16.2 %","1.92 per 1,000 persons","0.99 %","108.9 per 100k persons"
"Croatia","HRV",4105000,"High income","October 30, 2022",2,0.3545,1.48,38648,3.54,681.056,"Does not meet testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","35.4 %","1.48 per 1,000 persons","3.54 %","681.1 per 100k persons"
"Cuba","CUB",11327000,"Upper middle income","October 17, 2022",15,0.0437,0.92,1600,0.34,4.754,"Meets testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Sustain","Connect/Build","Sustain - Sustain diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Sustain","Connect/Build","no","4.4 %","0.92 per 1,000 persons","0.34 %","4.8 per 100k persons"
"Curaçao","CUW",NaN,"High income","No tests reported",NaN,NaN,NaN,2086,4.09,607.303,"Insufficient testing data","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","Insufficient data","Insufficient data","4.09 %","607.3 per 100k persons"
"Cyprus","CYP",1207000,"High income","July 11, 2021",478,NaN,NaN,1372,0.14,71.651,"Insufficient testing data","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Insufficient data","Strengthen/Leverage","Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Insufficient data","Strengthen/Leverage","no","Insufficient data","Insufficient data","0.14 %","71.7 per 100k persons"
"Czech Republic","CZE",10709000,"High income","November 01, 2022",0,0.15,4.12,53504,1.54,351.468,"Meets testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","15 %","4.12 per 1,000 persons","1.54 %","351.5 per 100k persons"
"Democratic Republic of the Congo","COD",89561000,"Low income","October 31, 2022",1,0.0484,0.02,1303,0.73,0.264,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","4.8 %","0.02 per 1,000 persons","0.73 %","0.3 per 100k persons"
"Denmark","DNK",5792000,"High income","October 28, 2022",4,0.0752,18.86,591504,13.32,6667.132,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","7.5 %","18.86 per 1,000 persons","13.32 %","6667.1 per 100k persons"
"Djibouti","DJI",988000,"Lower middle income","September 20, 2022",42,0.0189,0.37,832,20.7,40.773,"Does not meet testing target","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","1.9 %","0.37 per 1,000 persons","20.7 %","40.8 per 100k persons"
"Dominica","DMA",72000,"Upper middle income","December 28, 2021",308,0.06,7.4,39,0.18,27.488,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","6 %","7.4 per 1,000 persons","0.18 %","27.5 per 100k persons"
"Dominican Republic","DOM",10848000,"Upper middle income","October 14, 2022",18,0.1826,0.38,1889,0.39,9.271,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","18.3 %","0.38 per 1,000 persons","0.39 %","9.3 per 100k persons"
"East Timor","TLS",NaN,"Lower middle income","No tests reported",NaN,NaN,NaN,357,0.03,0.075,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0.03 %","0.1 per 100k persons"
"Ecuador","ECU",17643000,"Upper middle income","February 01, 2022",273,0.4112,0.33,7925,0.87,23.804,"Insufficient testing data","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","41.1 %","0.33 per 1,000 persons","0.87 %","23.8 per 100k persons"
"Egypt","EGY",102334000,"Lower middle income","August 15, 2022",78,0.024,0.26,2884,0.8,1.331,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","2.4 %","0.26 per 1,000 persons","0.8 %","1.3 per 100k persons"
"El Salvador","SLV",6486000,"Lower middle income","August 30, 2022",63,0.0671,0.63,611,0.42,5.871,"Meets testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Sustain","Strengthen/Leverage","Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Sustain","Strengthen/Leverage","no","6.7 %","0.63 per 1,000 persons","0.42 %","5.9 per 100k persons"
"Equatorial Guinea","GNQ",1403000,"Upper middle income","October 31, 2022",1,0.0263,0.29,214,0.15,0.358,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","2.6 %","0.29 per 1,000 persons","0.15 %","0.4 per 100k persons"
"Eritrea","ERI",3546000,"Low income","December 21, 2020",680,NaN,NaN,0,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"Estonia","EST",1327000,"High income","October 25, 2022",7,0.2916,2.98,14550,1.75,543.337,"Does not meet testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","29.2 %","2.98 per 1,000 persons","1.75 %","543.3 per 100k persons"
"Eswatini","SWZ",1160000,"Lower middle income","October 31, 2022",1,0.1507,0.43,1054,2.01,45.353,"Does not meet testing target","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","15.1 %","0.43 per 1,000 persons","2.01 %","45.4 per 100k persons"
"Ethiopia","ETH",114964000,"Low income","October 31, 2022",1,0.0794,0.04,616,0.07,0.075,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","7.9 %","0.04 per 1,000 persons","0.07 %","0.1 per 100k persons"
