"country","code","population_size","world_bank_economies","date_tests_last_reported","days_since_tests_reported","tpr_year_smoothed_truncated","avg_daily_tests_per_1000_last_year_smoothed","cum_seq","pct_cases_sequenced_in_last_year","sequences_per_100k_last_year","dx_testing_binary","sars_cov_2_binary","ngs_capacity","facility_access","ngs_facility","archetype_orig","dx_archetype","sx_archetype","dx_testing_rec","sx_sequencing_rec","prev_dx","prev_sequ","seq_but_no_test_flag","TPR_pct","daily_tests_per_1000","pct_seq","seq_per_100k"
"Australia","AUS",25500000,"High income","May 01, 2022",0,0.1134,5.63,98612,1.31,302.983,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","11.3 %","5.63 per 1,000 persons","1.31 %","303 per 100k persons"
"Austria","AUT",9006000,"High income","May 01, 2022",0,0.0232,45.99,97953,2.1,817.996,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","2.3 %","45.99 per 1,000 persons","2.1 %","818 per 100k persons"
"Azerbaijan","AZE",10139000,"Upper middle income","May 01, 2022",0,0.1326,0.97,151,0,0.137,"Meets testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Sustain","Strengthen/Leverage","Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Sustain","Strengthen/Leverage","no","13.3 %","0.97 per 1,000 persons","0 %","0.1 per 100k persons"
"Bahrain","BHR",1702000,"High income","May 01, 2022",0,0.0694,9.12,2269,0.53,117.6,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","6.9 %","9.12 per 1,000 persons","0.53 %","117.6 per 100k persons"
"Bangladesh","BGD",164689000,"Lower middle income","May 01, 2022",0,0.1398,0.14,6133,0.33,2.395,"Does not meet testing target","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","14 %","0.14 per 1,000 persons","0.33 %","2.4 per 100k persons"
"Barbados","BRB",287000,"High income","May 01, 2022",0,0.1326,4.71,114,0.14,31.977,"Meets testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Sustain","Connect/Build","Sustain - Sustain diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Sustain","Connect/Build","no","13.3 %","4.71 per 1,000 persons","0.14 %","32 per 100k persons"
"Belarus","BLR",9449000,"Upper middle income","May 01, 2022",0,0.0852,2.12,430,0.05,3.59,"Meets testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Sustain","Strengthen/Leverage","Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Sustain","Strengthen/Leverage","no","8.5 %","2.12 per 1,000 persons","0.05 %","3.6 per 100k persons"
"Belgium","BEL",11590000,"High income","April 29, 2022",2,0.1445,5.01,108745,2.78,730.842,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","14.4 %","5.01 per 1,000 persons","2.78 %","730.8 per 100k persons"
"Belize","BLZ",398000,"Upper middle income","April 29, 2022",2,0.1061,2.91,685,1.27,140.77,"Meets testing target","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","10.6 %","2.91 per 1,000 persons","1.27 %","140.8 per 100k persons"
"Benin","BEN",12123000,"Lower middle income","January 25, 2022",96,NaN,NaN,861,0.52,3.309,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","Insufficient data","Insufficient data","0.52 %","3.3 per 100k persons"
"Bermuda","BMU",62000,"High income","April 28, 2022",3,0,28.26,134,0.85,151.388,"Insufficient testing data","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","No cases reported","28.26 per 1,000 persons","0.85 %","151.4 per 100k persons"
"Bhutan","BTN",772000,"Lower middle income","March 01, 2022",61,0.0114,4.42,0,0,0,"Meets testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Sustain","Connect/Build","Sustain - Sustain diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Sustain","Connect/Build","no","1.1 %","4.42 per 1,000 persons","0 %","0 per 100k persons"
"Bolivia","BOL",11673000,"Lower middle income","January 02, 2022",119,0.163,0.65,267,0.02,1.073,"Meets testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Sustain","Connect/Build","Sustain - Sustain diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Sustain","Connect/Build","no","16.3 %","0.65 per 1,000 persons","0.02 %","1.1 per 100k persons"
"Bosnia and Herzegovina","BIH",3281000,"Upper middle income","May 01, 2022",0,0.2861,0.53,1433,0.73,40.203,"Does not meet testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","28.6 %","0.53 per 1,000 persons","0.73 %","40.2 per 100k persons"
"Botswana","BWA",2352000,"Upper middle income","March 17, 2022",45,0.204,1.48,3467,1.23,132.861,"Does not meet testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","yes","20.4 %","1.48 per 1,000 persons","1.23 %","132.9 per 100k persons"
"Brazil","BRA",212559000,"Upper middle income","March 11, 2022",51,0.407,0.54,134497,0.7,50.702,"Does not meet testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","40.7 %","0.54 per 1,000 persons","0.7 %","50.7 per 100k persons"
"British Indian Ocean Territory","IOT",NaN,"No income data","No tests reported",NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient testing data","Insufficient data",NaN,"Insufficient data",NaN,"Insufficient data","Insufficient data","Insufficient data","Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics","Insufficient data","Insufficient data","no","Insufficient data","Insufficient data","Insufficient data","Insufficient data"
"British Virgin Islands","VGB",NaN,"High income","No tests reported",NaN,NaN,NaN,178,2.68,542.353,"Insufficient testing data","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","Insufficient data","Insufficient data","2.68 %","542.4 per 100k persons"
"Brunei","BRN",437000,"High income","December 14, 2021",138,0.0276,5.47,1872,1.31,421.713,"Meets testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","2.8 %","5.47 per 1,000 persons","1.31 %","421.7 per 100k persons"
"Bulgaria","BGR",6948000,"Upper middle income","May 01, 2022",0,0.1026,2.9,15729,1.69,184.771,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","10.3 %","2.9 per 1,000 persons","1.69 %","184.8 per 100k persons"
"Burkina Faso","BFA",20903000,"Low income","March 09, 2022",53,0.0521,0.02,616,0.56,0.195,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","5.2 %","0.02 per 1,000 persons","0.56 %","0.2 per 100k persons"
"Burundi","BDI",11891000,"Low income","April 25, 2022",6,0.029,0.28,63,0.18,0.514,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","2.9 %","0.28 per 1,000 persons","0.18 %","0.5 per 100k persons"
"Cambodia","KHM",16719000,"Lower middle income","May 01, 2022",0,0.0604,0.34,3057,2.34,16.942,"Does not meet testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","6 %","0.34 per 1,000 persons","2.34 %","16.9 per 100k persons"
"Cameroon","CMR",26546000,"Lower middle income","April 19, 2022",12,0.0417,0.13,734,0.94,1.649,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","4.2 %","0.13 per 1,000 persons","0.94 %","1.6 per 100k persons"
"Canada","CAN",37742000,"High income","April 29, 2022",2,0.0863,2.15,292525,8.2,546.032,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","8.6 %","2.15 per 1,000 persons","8.2 %","546 per 100k persons"
"Cape Verde","CPV",556000,"Lower middle income","May 01, 2022",0,0.1096,1.48,410,1.14,64.602,"Meets testing target","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","11 %","1.48 per 1,000 persons","1.14 %","64.6 per 100k persons"
"Cayman Islands","CYM",NaN,"High income","No tests reported",NaN,NaN,NaN,101,0.24,78.198,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0.24 %","78.2 per 100k persons"
"Central African Republic","CAF",4830000,"Low income","April 30, 2022",1,0.1915,0.02,110,0.57,0.955,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","19.1 %","0.02 per 1,000 persons","0.57 %","1 per 100k persons"
"Chad","TCD",16426000,"Low income","April 27, 2022",4,0.0275,0.02,49,1.89,0.29,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","2.8 %","0.02 per 1,000 persons","1.89 %","0.3 per 100k persons"
"Chile","CHL",19116000,"High income","May 01, 2022",0,0.0988,3.44,23687,0.88,107.983,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","9.9 %","3.44 per 1,000 persons","0.88 %","108 per 100k persons"
"China","CHN",1439324000,"Upper middle income","June 24, 2020",676,NaN,NaN,1982,0.09,0.054,"Insufficient testing data","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Insufficient data","Strengthen/Leverage","Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Insufficient data","Strengthen/Leverage","no","Insufficient data","Insufficient data","0.09 %","0.1 per 100k persons"
"Colombia","COL",50883000,"Upper middle income","May 01, 2022",0,0.165,1.07,16552,0.44,27.593,"Meets testing target","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Sustain","Strengthen/Leverage","Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Sustain","Strengthen/Leverage","no","16.5 %","1.07 per 1,000 persons","0.44 %","27.6 per 100k persons"
"Comoros","COM",870000,"Lower middle income","November 27, 2020",520,NaN,NaN,34,0.66,3.152,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0.66 %","3.2 per 100k persons"
"Cook Islands","COK",NaN,"No income data","No tests reported",NaN,NaN,NaN,0,0,NaN,"Insufficient testing data","Does not meet sequencing target",NaN,"Insufficient data",NaN,"Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","Insufficient data"
"Costa Rica","CRI",5094000,"Upper middle income","April 27, 2022",4,0.1822,1.79,3825,0.52,60.867,"Meets testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Strengthen/Leverage","no","18.2 %","1.79 per 1,000 persons","0.52 %","60.9 per 100k persons"
"Croatia","HRV",4105000,"High income","May 01, 2022",0,0.2646,2,30493,3.38,653.362,"Does not meet testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","26.5 %","2 per 1,000 persons","3.38 %","653.4 per 100k persons"
"Cuba","CUB",11327000,"Upper middle income","April 30, 2022",1,0.0989,2.44,1170,0.06,4.869,"Meets testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Sustain","Connect/Build","Sustain - Sustain diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Sustain","Connect/Build","no","9.9 %","2.44 per 1,000 persons","0.06 %","4.9 per 100k persons"
"Curaçao","CUW",NaN,"High income","No tests reported",NaN,NaN,NaN,1550,3.87,705.721,"Insufficient testing data","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","Insufficient data","Insufficient data","3.87 %","705.7 per 100k persons"
"Cyprus","CYP",1207000,"High income","July 11, 2021",294,0.0052,43.44,728,0,0.112,"Insufficient testing data","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Insufficient data","Strengthen/Leverage","Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Insufficient data","Strengthen/Leverage","no","0.5 %","43.44 per 1,000 persons","0 %","0.1 per 100k persons"
"Czech Republic","CZE",10709000,"High income","May 01, 2022",0,0.0608,9.6,39283,1.52,321.962,"Meets testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","6.1 %","9.6 per 1,000 persons","1.52 %","322 per 100k persons"
"Democratic Republic of the Congo","COD",89561000,"Low income","May 01, 2022",0,0.0671,0.03,1093,0.85,0.526,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","6.7 %","0.03 per 1,000 persons","0.85 %","0.5 per 100k persons"
"Denmark","DNK",5792000,"High income","April 28, 2022",3,0.0323,42.64,492814,14.02,6907.692,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","3.2 %","42.64 per 1,000 persons","14.02 %","6907.7 per 100k persons"
"Djibouti","DJI",988000,"Lower middle income","April 30, 2022",1,0.0295,0.44,687,8.44,37.817,"Does not meet testing target","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","2.9 %","0.44 per 1,000 persons","8.44 %","37.8 per 100k persons"
"Dominica","DMA",72000,"Upper middle income","December 28, 2021",124,0.0595,6.22,30,0.18,29.097,"Meets testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Sustain","Connect/Build","Sustain - Sustain diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Sustain","Connect/Build","no","5.9 %","6.22 per 1,000 persons","0.18 %","29.1 per 100k persons"
"Dominican Republic","DOM",10848000,"Upper middle income","September 23, 2021",220,0.1411,0.4,1162,0.29,8.171,"Insufficient testing data","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Insufficient data","Strengthen/Leverage","Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Insufficient data","Strengthen/Leverage","no","14.1 %","0.4 per 1,000 persons","0.29 %","8.2 per 100k persons"
"East Timor","TLS",NaN,"Lower middle income","No tests reported",NaN,NaN,NaN,356,0.88,13.543,"Insufficient testing data","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","Insufficient data","Insufficient data","0.88 %","13.5 per 100k persons"
"Ecuador","ECU",17643000,"Upper middle income","February 01, 2022",89,0.3026,0.24,5185,0.98,26.654,"Does not meet testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","30.3 %","0.24 per 1,000 persons","0.98 %","26.7 per 100k persons"
"Egypt","EGY",102334000,"Lower middle income","March 31, 2022",31,0.0822,0.1,1829,0.25,0.694,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","8.2 %","0.1 per 1,000 persons","0.25 %","0.7 per 100k persons"
"El Salvador","SLV",6486000,"Lower middle income","March 18, 2022",44,0.0977,0.44,461,0.39,5.584,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","9.8 %","0.44 per 1,000 persons","0.39 %","5.6 per 100k persons"
"Equatorial Guinea","GNQ",1403000,"Upper middle income","April 24, 2022",7,0.0437,0.37,212,0.25,1.448,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","4.4 %","0.37 per 1,000 persons","0.25 %","1.4 per 100k persons"
"Eritrea","ERI",3546000,"Low income","December 21, 2020",496,NaN,NaN,0,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"Estonia","EST",1327000,"High income","April 30, 2022",1,0.22,4.23,10722,1.5,510.041,"Does not meet testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","22 %","4.23 per 1,000 persons","1.5 %","510 per 100k persons"
"Eswatini","SWZ",1160000,"Lower middle income","May 01, 2022",0,0.1555,0.79,548,0.92,40.772,"Meets testing target","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","15.6 %","0.79 per 1,000 persons","0.92 %","40.8 per 100k persons"
"Ethiopia","ETH",114964000,"Low income","May 01, 2022",0,0.0973,0.05,616,0.26,0.477,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","9.7 %","0.05 per 1,000 persons","0.26 %","0.5 per 100k persons"
