"country","code","population_size","world_bank_economies","date_tests_last_reported","days_since_tests_reported","tpr_year_smoothed_truncated","avg_daily_tests_per_1000_last_year_smoothed","cum_seq","pct_cases_sequenced_in_last_year","sequences_per_100k_last_year","dx_testing_binary","sars_cov_2_binary","ngs_capacity","facility_access","ngs_facility","archetype_orig","dx_archetype","sx_archetype","dx_testing_rec","sx_sequencing_rec","prev_dx","prev_sequ","seq_but_no_test_flag","TPR_pct","daily_tests_per_1000","pct_seq","seq_per_100k"
"Aruba","ABW",NaN,"High income","No tests reported",NaN,NaN,NaN,3826,2.93,774.946,"Insufficient testing data","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","Insufficient data","Insufficient data","2.93 %","774.9 per 100k persons"
"Australia","AUS",25500000,"High income","September 09, 2022",83,0.3234,4.25,170720,1.16,463.72,"Does not meet testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","32.3 %","4.25 per 1,000 persons","1.16 %","463.7 per 100k persons"
"Austria","AUT",9006000,"High income","November 19, 2022",12,0.0478,28.82,187089,2.84,1402.678,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","4.8 %","28.82 per 1,000 persons","2.84 %","1402.7 per 100k persons"
"Azerbaijan","AZE",10139000,"Upper middle income","November 21, 2022",10,0.13,0.51,191,0.01,0.193,"Meets testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Sustain","Strengthen/Leverage","Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Sustain","Strengthen/Leverage","no","13 %","0.51 per 1,000 persons","0.01 %","0.2 per 100k persons"
"Bahrain","BHR",1702000,"High income","November 21, 2022",10,0.1309,5.27,10302,1.59,453.188,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","13.1 %","5.27 per 1,000 persons","1.59 %","453.2 per 100k persons"
"Bangladesh","BGD",164689000,"Lower middle income","November 20, 2022",11,0.109,0.07,7424,0.51,1.373,"Does not meet testing target","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","10.9 %","0.07 per 1,000 persons","0.51 %","1.4 per 100k persons"
"Barbados","BRB",287000,"High income","November 11, 2022",20,0.2318,3.39,222,0.15,43.317,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","23.2 %","3.39 per 1,000 persons","0.15 %","43.3 per 100k persons"
"Belarus","BLR",9449000,"Upper middle income","July 06, 2022",148,0.1032,1.58,520,0.06,2.276,"Meets testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Sustain","Strengthen/Leverage","Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Sustain","Strengthen/Leverage","no","10.3 %","1.58 per 1,000 persons","0.06 %","2.3 per 100k persons"
"Belgium","BEL",11590000,"High income","November 18, 2022",13,0.2487,2.83,167943,3.23,790.019,"Does not meet testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","24.9 %","2.83 per 1,000 persons","3.23 %","790 per 100k persons"
"Belize","BLZ",398000,"Upper middle income","June 10, 2022",174,0.134,2.95,1030,1.62,154.459,"Meets testing target","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","13.4 %","2.95 per 1,000 persons","1.62 %","154.5 per 100k persons"
"Benin","BEN",12123000,"Lower middle income","January 25, 2022",310,NaN,NaN,1293,16.43,3.834,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","16.43 %","3.8 per 100k persons"
"Bermuda","BMU",62000,"High income","November 17, 2022",14,0,17.11,242,1.17,232.062,"Insufficient testing data","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","No cases reported","17.11 per 1,000 persons","1.17 %","232.1 per 100k persons"
"Bhutan","BTN",772000,"Lower middle income","March 01, 2022",275,0.0206,7.03,0,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","2.1 %","7.03 per 1,000 persons","0 %","0 per 100k persons"
"Bolivia","BOL",11673000,"Lower middle income","January 02, 2022",333,0.2747,0.67,345,0.01,0.671,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","27.5 %","0.67 per 1,000 persons","0.01 %","0.7 per 100k persons"
"Bosnia and Herzegovina","BIH",3281000,"Upper middle income","November 14, 2022",17,0.3476,0.32,1456,0.42,16.298,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Sustain","no","34.8 %","0.32 per 1,000 persons","0.42 %","16.3 per 100k persons"
"Botswana","BWA",2352000,"Upper middle income","May 18, 2022",197,0.2627,1.06,4958,2.27,113.371,"Insufficient testing data","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Test","Sustain","no","26.3 %","1.06 per 1,000 persons","2.27 %","113.4 per 100k persons"
"Brazil","BRA",212559000,"Upper middle income","August 17, 2022",106,0.8936,0.24,191203,0.62,37.82,"Does not meet testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","89.4 %","0.24 per 1,000 persons","0.62 %","37.8 per 100k persons"
"British Indian Ocean Territory","IOT",NaN,"No income data","No tests reported",NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient testing data","Insufficient data",NaN,"Insufficient data",NaN,"Insufficient data","Insufficient data","Insufficient data","Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics","Insufficient data","Insufficient data","no","Insufficient data","Insufficient data","Insufficient data","Insufficient data"
"British Virgin Islands","VGB",NaN,"High income","No tests reported",NaN,NaN,NaN,195,1.85,264.905,"Insufficient testing data","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","Insufficient data","Insufficient data","1.85 %","264.9 per 100k persons"
"Brunei","BRN",437000,"High income","December 14, 2021",352,0.0074,8.23,4066,1.53,828.059,"Insufficient testing data","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","0.7 %","8.23 per 1,000 persons","1.53 %","828.1 per 100k persons"
"Bulgaria","BGR",6948000,"Upper middle income","November 21, 2022",10,0.1387,1.74,20452,1.47,127.633,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","13.9 %","1.74 per 1,000 persons","1.47 %","127.6 per 100k persons"
"Burkina Faso","BFA",20903000,"Low income","March 09, 2022",267,0.0928,0.03,664,0.34,0.084,"Insufficient testing data","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Insufficient data","Strengthen/Leverage","Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Insufficient data","Strengthen/Leverage","no","9.3 %","0.03 per 1,000 persons","0.34 %","0.1 per 100k persons"
"Burundi","BDI",11891000,"Low income","November 06, 2022",25,0.0293,0.25,157,0.31,0.729,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","2.9 %","0.25 per 1,000 persons","0.31 %","0.7 per 100k persons"
"Cambodia","KHM",16719000,"Lower middle income","November 01, 2022",30,0.0445,0.07,3670,10.42,11.146,"Does not meet testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","4.4 %","0.07 per 1,000 persons","10.42 %","11.1 per 100k persons"
"Cameroon","CMR",26546000,"Lower middle income","August 25, 2022",98,0.0129,0.16,1373,3.78,2.282,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","1.3 %","0.16 per 1,000 persons","3.78 %","2.3 per 100k persons"
"Canada","CAN",37742000,"High income","November 21, 2022",10,0.1501,1.32,429996,8.59,591.057,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","15 %","1.32 per 1,000 persons","8.59 %","591.1 per 100k persons"
"Cape Verde","CPV",556000,"Lower middle income","November 18, 2022",13,0.1395,0.89,755,1.99,82.608,"Meets testing target","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","14 %","0.89 per 1,000 persons","1.99 %","82.6 per 100k persons"
"Cayman Islands","CYM",NaN,"High income","No tests reported",NaN,NaN,NaN,101,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"Central African Republic","CAF",4830000,"Low income","November 18, 2022",13,0.0928,0.02,110,1.3,0.842,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","9.3 %","0.02 per 1,000 persons","1.3 %","0.8 per 100k persons"
"Chad","TCD",16426000,"Low income","November 17, 2022",14,0.0555,0.01,49,0.55,0.079,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","5.6 %","0.01 per 1,000 persons","0.55 %","0.1 per 100k persons"
"Chile","CHL",19116000,"High income","November 21, 2022",10,0.1461,3.13,38195,0.65,104.046,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","14.6 %","3.13 per 1,000 persons","0.65 %","104 per 100k persons"
"China","CHN",1439324000,"Upper middle income","June 24, 2020",890,NaN,NaN,3209,0.06,0.057,"Insufficient testing data","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Insufficient data","Strengthen/Leverage","Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Insufficient data","Strengthen/Leverage","no","Insufficient data","Insufficient data","0.06 %","0.1 per 100k persons"
"Colombia","COL",50883000,"Upper middle income","November 17, 2022",14,0.1412,0.49,23637,0.89,21.342,"Does not meet testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","yes","14.1 %","0.49 per 1,000 persons","0.89 %","21.3 per 100k persons"
"Comoros","COM",870000,"Lower middle income","November 13, 2022",18,0.0906,0.16,46,0.45,2.39,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","9.1 %","0.16 per 1,000 persons","0.45 %","2.4 per 100k persons"
"Cook Islands","COK",NaN,"No income data","No tests reported",NaN,NaN,NaN,0,0,0,"Insufficient testing data","Does not meet sequencing target",NaN,"Insufficient data",NaN,"Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"Costa Rica","CRI",5094000,"Upper middle income","June 01, 2022",183,0.1754,2.01,7922,0.99,110.967,"Insufficient testing data","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","17.5 %","2.01 per 1,000 persons","0.99 %","111 per 100k persons"
"Croatia","HRV",4105000,"High income","November 20, 2022",11,0.3419,1.3,39879,4.19,664.407,"Does not meet testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","34.2 %","1.3 per 1,000 persons","4.19 %","664.4 per 100k persons"
"Cuba","CUB",11327000,"Upper middle income","October 17, 2022",45,0.0482,0.85,1600,0.35,4.691,"Meets testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Sustain","Connect/Build","Sustain - Sustain diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Sustain","Connect/Build","no","4.8 %","0.85 per 1,000 persons","0.35 %","4.7 per 100k persons"
"Curaçao","CUW",NaN,"High income","No tests reported",NaN,NaN,NaN,2139,4.07,607.303,"Insufficient testing data","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","Insufficient data","Insufficient data","4.07 %","607.3 per 100k persons"
"Cyprus","CYP",1207000,"High income","July 11, 2021",508,NaN,NaN,1372,0.12,63.504,"Insufficient testing data","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Insufficient data","Strengthen/Leverage","Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Insufficient data","Strengthen/Leverage","no","Insufficient data","Insufficient data","0.12 %","63.5 per 100k persons"
"Czech Republic","CZE",10709000,"High income","November 21, 2022",10,0.1569,3.45,55354,1.44,329.913,"Meets testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","15.7 %","3.45 per 1,000 persons","1.44 %","329.9 per 100k persons"
"Democratic Republic of the Congo","COD",89561000,"Low income","November 18, 2022",13,0.0506,0.02,1344,0.59,0.214,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","5.1 %","0.02 per 1,000 persons","0.59 %","0.2 per 100k persons"
"Denmark","DNK",5792000,"High income","November 18, 2022",13,0.0922,15.34,605534,12.42,6040.043,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","9.2 %","15.34 per 1,000 persons","12.42 %","6040 per 100k persons"
"Djibouti","DJI",988000,"Lower middle income","September 20, 2022",72,0.0204,0.37,884,23.24,45.323,"Does not meet testing target","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","2 %","0.37 per 1,000 persons","23.24 %","45.3 per 100k persons"
"Dominica","DMA",72000,"Upper middle income","December 28, 2021",338,0.0476,7.37,39,0.12,16.493,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","4.8 %","7.37 per 1,000 persons","0.12 %","16.5 per 100k persons"
"Dominican Republic","DOM",10848000,"Upper middle income","October 14, 2022",48,0.1842,0.38,2103,0.47,10.233,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","18.4 %","0.38 per 1,000 persons","0.47 %","10.2 per 100k persons"
"East Timor","TLS",NaN,"Lower middle income","No tests reported",NaN,NaN,NaN,357,0.03,0.075,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0.03 %","0.1 per 100k persons"
"Ecuador","ECU",17643000,"Upper middle income","February 01, 2022",303,0.4658,0.4,8208,0.89,23.965,"Insufficient testing data","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","46.6 %","0.4 per 1,000 persons","0.89 %","24 per 100k persons"
"Egypt","EGY",102334000,"Lower middle income","August 15, 2022",108,0.0234,0.26,3053,1,1.406,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","2.3 %","0.26 per 1,000 persons","1 %","1.4 per 100k persons"
"El Salvador","SLV",6486000,"Lower middle income","August 30, 2022",93,0.0663,0.66,611,0.39,4.987,"Meets testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Sustain","Strengthen/Leverage","Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Sustain","Strengthen/Leverage","no","6.6 %","0.66 per 1,000 persons","0.39 %","5 per 100k persons"
"Equatorial Guinea","GNQ",1403000,"Upper middle income","November 17, 2022",14,0.027,0.28,214,0.11,0.239,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","2.7 %","0.28 per 1,000 persons","0.11 %","0.2 per 100k persons"
"Eritrea","ERI",3546000,"Low income","December 21, 2020",710,NaN,NaN,0,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"Estonia","EST",1327000,"High income","November 15, 2022",16,0.3101,2.67,14894,1.76,514.53,"Does not meet testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","31 %","2.67 per 1,000 persons","1.76 %","514.5 per 100k persons"
"Eswatini","SWZ",1160000,"Lower middle income","November 17, 2022",14,0.1647,0.4,1054,1.83,41.192,"Does not meet testing target","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","16.5 %","0.4 per 1,000 persons","1.83 %","41.2 per 100k persons"
"Ethiopia","ETH",114964000,"Low income","November 18, 2022",13,0.0825,0.04,616,0.08,0.075,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","8.2 %","0.04 per 1,000 persons","0.08 %","0.1 per 100k persons"
