"country","code","population_size","world_bank_economies","pct_cases_sequenced_in_last_year","sequences_per_100k_last_year","sars_cov_2_binary"
"Netherlands","NLD",17135000,"High income",1.25,480.927,"Meets sequencing target"
"New Caledonia","NCL",285000,"High income",0.01,3.123,"Does not meet sequencing target"
"New Zealand","NZL",4822000,"High income",0.93,169.167,"Meets sequencing target"
"Nicaragua","NIC",NaN,"Lower middle income",2.73,4.715,"Does not meet sequencing target"
"Niger","NER",24207000,"Low income",2.16,0.318,"Does not meet sequencing target"
"Nigeria","NGA",206140000,"Lower middle income",4.99,2.14,"Does not meet sequencing target"
"North Macedonia","MKD",2083000,"Upper middle income",0.15,11.524,"Does not meet sequencing target"
"Norway","NOR",5421000,"High income",3.38,812.697,"Meets sequencing target"
"Oman","OMN",5107000,"High income",0.24,8.941,"Does not meet sequencing target"
"Pakistan","PAK",220892000,"Lower middle income",0.32,0.995,"Does not meet sequencing target"
"Palau","PLW",NaN,"High income",0.43,NaN,"Does not meet sequencing target"
"Palestine","PSE",5101000,"Lower middle income",0,0,"Does not meet sequencing target"
"Palestine","PSE",5101000,"Lower middle income",0,0,"Does not meet sequencing target"
"Palestine","PSE",5101000,"Lower middle income",0,0,"Does not meet sequencing target"
"Palestine","PSE",5101000,"Lower middle income",0,0,"Does not meet sequencing target"
"Panama","PAN",4315000,"High income",0.66,62.261,"Meets sequencing target"
"Papua New Guinea","PNG",8947000,"Lower middle income",8.44,30.255,"Meets sequencing target"
"Paraguay","PRY",7133000,"Upper middle income",0.23,11.87,"Does not meet sequencing target"
"Peru","PER",32972000,"Upper middle income",0.93,49,"Meets sequencing target"
"Philippines","PHL",109581000,"Lower middle income",0.33,7.774,"Does not meet sequencing target"
"Poland","POL",37847000,"High income",2.13,180.3,"Meets sequencing target"
"Portugal","PRT",10197000,"High income",0.84,250.503,"Meets sequencing target"
"Qatar","QAT",2881000,"High income",1.45,78.587,"Meets sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",3.07,7.283,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",3.07,7.283,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",3.07,7.283,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",3.07,7.283,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",3.07,7.283,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",3.07,7.283,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",3.07,7.283,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",3.07,7.283,"Does not meet sequencing target"
"Romania","ROU",19238000,"High income",0.59,56.316,"Meets sequencing target"
"Russia","RUS",145934000,"Upper middle income",0.08,7.125,"Does not meet sequencing target"
"Rwanda","RWA",12952000,"Low income",0.41,3.269,"Does not meet sequencing target"
"Saint Kitts and Nevis","KNA",53000,"High income",1.29,132.596,"Meets sequencing target"
"Saint Lucia","LCA",184000,"Upper middle income",0.5,51.518,"Meets sequencing target"
"Saint Pierre and Miquelon","SPM",NaN,"No income data",0,0,"Does not meet sequencing target"
"Saint Vincent and the Grenadines","VCT",111000,"Upper middle income",2.58,187.833,"Meets sequencing target"
"Samoa","WSM",NaN,"Upper middle income",0,0,"Does not meet sequencing target"
"San Marino","SMR",34000,"High income",0,0,"Does not meet sequencing target"
"São Tomé and Príncipe","STP",219000,"Lower middle income",0.16,2.686,"Does not meet sequencing target"
"Saudi Arabia","SAU",34814000,"High income",0.02,0.235,"Does not meet sequencing target"
"Senegal","SEN",16744000,"Lower middle income",4.46,11.822,"Meets sequencing target"
"Serbia","SRB",8737000,"Upper middle income",0.02,4.54,"Does not meet sequencing target"
"Seychelles","SYC",98000,"High income",3.1,1146.497,"Meets sequencing target"
"Sierra Leone","SLE",7977000,"Low income",0.66,0.295,"Does not meet sequencing target"
"Singapore","SGP",5850000,"High income",1.18,245.361,"Meets sequencing target"
"Slovakia","SVK",5460000,"High income",1.73,564.681,"Meets sequencing target"
"Slovenia","SVN",2079000,"High income",6.32,2337.926,"Meets sequencing target"
"Solomon Islands","SLB",NaN,"Lower middle income",0.66,13.921,"Meets sequencing target"
"Somalia","SOM",15893000,"Low income",0,0,"Does not meet sequencing target"
"South Africa","ZAF",59309000,"Upper middle income",1.28,46.604,"Meets sequencing target"
"South Korea","KOR",51269000,"High income",0.21,70.558,"Does not meet sequencing target"
"South Sudan","SSD",11194000,"Low income",1.64,0.993,"Does not meet sequencing target"
"Spain","ESP",46755000,"High income",1.07,192.231,"Meets sequencing target"
"Sri Lanka","LKA",21413000,"Lower middle income",0.54,13.82,"Meets sequencing target"
"Sudan","SDN",43849000,"Low income",0.05,0.029,"Does not meet sequencing target"
"Suriname","SUR",NaN,"Upper middle income",1.09,126.394,"Meets sequencing target"
"Sweden","SWE",10099000,"High income",7.69,1156.311,"Meets sequencing target"
"Switzerland","CHE",8655000,"High income",3.35,1137.285,"Meets sequencing target"
"Syria","SYR",NaN,"Low income",0.27,0.487,"Does not meet sequencing target"
"Taiwan","TWN",23817000,"High income",0.1,0.482,"Does not meet sequencing target"
"Tajikistan","TJK",9538000,"Low income",0,0,"Does not meet sequencing target"
"Tanzania","TZA",NaN,"Lower middle income",0.01,0.003,"Does not meet sequencing target"
"Thailand","THA",69800000,"Upper middle income",0.43,25.852,"Does not meet sequencing target"
"The Bahamas","BHS",393000,"High income",0.87,50.641,"Meets sequencing target"
"The Gambia","GMB",2417000,"Low income",11.02,27.021,"Meets sequencing target"
"Togo","TGO",8279000,"Low income",0.6,1.698,"Does not meet sequencing target"
"Tonga","TON",NaN,"Upper middle income",0,0,"Does not meet sequencing target"
"Trinidad and Tobago","TTO",1399000,"High income",1.73,169.092,"Meets sequencing target"
"Tunisia","TUN",11819000,"Lower middle income",0.1,6.409,"Does not meet sequencing target"
"Turkey","TUR",84339000,"Upper middle income",0.83,99.539,"Meets sequencing target"
"Turks and Caicos Islands","TCA",NaN,"High income",1.12,101.973,"Meets sequencing target"
"Uganda","UGA",45741000,"Low income",0.44,1.129,"Does not meet sequencing target"
"Ukraine","UKR",43734000,"Lower middle income",0.02,1.169,"Does not meet sequencing target"
"United Arab Emirates","ARE",9890000,"High income",0.01,0.22,"Does not meet sequencing target"
"United Kingdom","GBR",67886000,"High income",13.14,3244.445,"Meets sequencing target"
"United States of America","USA",331003000,"High income",5.12,751.806,"Meets sequencing target"
"Uruguay","URY",3474000,"High income",0.01,1.176,"Does not meet sequencing target"
"Uzbekistan","UZB",33469000,"Lower middle income",0.04,0.183,"Does not meet sequencing target"
"Vanuatu","VUT",NaN,"Lower middle income",0,0,"Does not meet sequencing target"
"Vatican City","VAT",NaN,"No income data",0,0,"Does not meet sequencing target"
"Venezuela","VEN",28436000,"Upper middle income",0.09,1.056,"Does not meet sequencing target"
"Vietnam","VNM",97339000,"Lower middle income",0.04,4.078,"Does not meet sequencing target"
"Wallis and Futuna","WLF",NaN,"No income data",0,0,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0,"Does not meet sequencing target"
"Yemen","YEM",NaN,"Low income",0,0,"Does not meet sequencing target"
"Zambia","ZMB",18384000,"Lower middle income",0.29,3.509,"Does not meet sequencing target"
"Zimbabwe","ZWE",14863000,"Lower middle income",0.18,2.465,"Does not meet sequencing target"
