"country","code","population_size","world_bank_economies","date_tests_last_reported","days_since_tests_reported","tpr_year_smoothed_truncated","avg_daily_tests_per_1000_last_year_smoothed","cum_seq","pct_cases_sequenced_in_last_year","sequences_per_100k_last_year","dx_testing_binary","sars_cov_2_binary","ngs_capacity","facility_access","ngs_facility","archetype_orig","dx_archetype","sx_archetype","dx_testing_rec","sx_sequencing_rec","prev_dx","prev_sequ","seq_but_no_test_flag","TPR_pct","daily_tests_per_1000","pct_seq","seq_per_100k"
"Bhutan","BTN",772000,"Lower middle income","March 01, 2022",184,0.0151,4.86,0,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Sustain","Connect/Build","no","1.5 %","4.86 per 1,000 persons","0 %","0 per 100k persons"
"Bolivia","BOL",11673000,"Lower middle income","January 02, 2022",242,0.1561,0.53,339,0.02,0.993,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","15.6 %","0.53 per 1,000 persons","0.02 %","1 per 100k persons"
"Bosnia and Herzegovina","BIH",3281000,"Upper middle income","September 01, 2022",0,0.3513,0.43,1456,0.69,37.971,"Does not meet testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","35.1 %","0.43 per 1,000 persons","0.69 %","38 per 100k persons"
"Botswana","BWA",2352000,"Upper middle income","May 18, 2022",106,0.2335,1.05,4477,1.92,125.018,"Does not meet testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","23.4 %","1.05 per 1,000 persons","1.92 %","125 per 100k persons"
"Brazil","BRA",212559000,"Upper middle income","August 17, 2022",15,0.5633,0.32,173737,0.74,46.305,"Does not meet testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","56.3 %","0.32 per 1,000 persons","0.74 %","46.3 per 100k persons"
"British Indian Ocean Territory","IOT",NaN,"No income data","No tests reported",NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient testing data","Insufficient data",NaN,"Insufficient data",NaN,"Insufficient data","Insufficient data","Insufficient data","Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics","Insufficient data","Insufficient data","no","Insufficient data","Insufficient data","Insufficient data","Insufficient data"
"British Virgin Islands","VGB",NaN,"High income","No tests reported",NaN,NaN,NaN,195,2.65,401.645,"Insufficient testing data","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","Insufficient data","Insufficient data","2.65 %","401.6 per 100k persons"
"Brunei","BRN",437000,"High income","December 14, 2021",261,0.0291,9.48,3020,1.37,669.551,"Insufficient testing data","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","2.9 %","9.48 per 1,000 persons","1.37 %","669.6 per 100k persons"
"Bulgaria","BGR",6948000,"Upper middle income","September 01, 2022",0,0.1259,2.47,18271,1.59,181.096,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","12.6 %","2.47 per 1,000 persons","1.59 %","181.1 per 100k persons"
"Burkina Faso","BFA",20903000,"Low income","March 09, 2022",176,0.0724,0.02,663,0.71,0.235,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","7.2 %","0.02 per 1,000 persons","0.71 %","0.2 per 100k persons"
"Burundi","BDI",11891000,"Low income","August 29, 2022",3,0.03,0.29,157,0.26,0.749,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","3 %","0.29 per 1,000 persons","0.26 %","0.7 per 100k persons"
"Cambodia","KHM",16719000,"Lower middle income","August 30, 2022",2,0.0476,0.16,3398,5.56,14.793,"Does not meet testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","4.8 %","0.16 per 1,000 persons","5.56 %","14.8 per 100k persons"
"Cameroon","CMR",26546000,"Lower middle income","August 25, 2022",7,0.0258,0.15,1305,2.18,3,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","2.6 %","0.15 per 1,000 persons","2.18 %","3 per 100k persons"
"Canada","CAN",37742000,"High income","August 26, 2022",6,0.113,1.76,379042,8.52,603.436,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","11.3 %","1.76 per 1,000 persons","8.52 %","603.4 per 100k persons"
"Cape Verde","CPV",556000,"Lower middle income","August 29, 2022",3,0.1218,1.1,656,1.56,71.098,"Meets testing target","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","12.2 %","1.1 per 1,000 persons","1.56 %","71.1 per 100k persons"
"Cayman Islands","CYM",NaN,"High income","No tests reported",NaN,NaN,NaN,101,0.09,38.159,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0.09 %","38.2 per 100k persons"
"Central African Republic","CAF",4830000,"Low income","August 29, 2022",3,0.0924,0.02,110,1.32,0.861,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","9.2 %","0.02 per 1,000 persons","1.32 %","0.9 per 100k persons"
"Chad","TCD",16426000,"Low income","August 16, 2022",16,0.0341,0.01,49,1.45,0.215,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","3.4 %","0.01 per 1,000 persons","1.45 %","0.2 per 100k persons"
"Chile","CHL",19116000,"High income","August 31, 2022",1,0.1207,3.4,33904,0.84,123.064,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","12.1 %","3.4 per 1,000 persons","0.84 %","123.1 per 100k persons"
"China","CHN",1439324000,"Upper middle income","June 24, 2020",799,NaN,NaN,2487,0.11,0.066,"Insufficient testing data","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Insufficient data","Strengthen/Leverage","Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Insufficient data","Strengthen/Leverage","no","Insufficient data","Insufficient data","0.11 %","0.1 per 100k persons"
"Colombia","COL",50883000,"Upper middle income","August 24, 2022",8,0.1139,0.67,22183,1.05,28.375,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","11.4 %","0.67 per 1,000 persons","1.05 %","28.4 per 100k persons"
"Comoros","COM",870000,"Lower middle income","July 06, 2022",57,0.076,0.2,34,0.64,3.408,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","7.6 %","0.2 per 1,000 persons","0.64 %","3.4 per 100k persons"
"Cook Islands","COK",NaN,"No income data","No tests reported",NaN,NaN,NaN,0,0,0,"Insufficient testing data","Does not meet sequencing target",NaN,"Insufficient data",NaN,"Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"Costa Rica","CRI",5094000,"Upper middle income","June 01, 2022",92,0.1685,1.86,6641,0.85,102.232,"Meets testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","16.9 %","1.86 per 1,000 persons","0.85 %","102.2 per 100k persons"
"Croatia","HRV",4105000,"High income","August 30, 2022",2,0.3218,1.74,36143,3.34,689.534,"Does not meet testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","32.2 %","1.74 per 1,000 persons","3.34 %","689.5 per 100k persons"
"Cuba","CUB",11327000,"Upper middle income","August 31, 2022",1,0.0758,1.5,1521,0.1,4.033,"Meets testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Sustain","Connect/Build","Sustain - Sustain diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Sustain","Connect/Build","no","7.6 %","1.5 per 1,000 persons","0.1 %","4 per 100k persons"
"Curaçao","CUW",NaN,"High income","No tests reported",NaN,NaN,NaN,1984,4.31,677.742,"Insufficient testing data","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","Insufficient data","Insufficient data","4.31 %","677.7 per 100k persons"
"Cyprus","CYP",1207000,"High income","July 11, 2021",417,NaN,NaN,1372,0.14,71.874,"Insufficient testing data","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Insufficient data","Strengthen/Leverage","Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Insufficient data","Strengthen/Leverage","no","Insufficient data","Insufficient data","0.14 %","71.9 per 100k persons"
"Czech Republic","CZE",10709000,"High income","September 01, 2022",0,0.1171,5.16,48558,1.66,373.646,"Meets testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","11.7 %","5.16 per 1,000 persons","1.66 %","373.6 per 100k persons"
"Democratic Republic of the Congo","COD",89561000,"Low income","August 29, 2022",3,0.0489,0.02,1204,0.64,0.251,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","4.9 %","0.02 per 1,000 persons","0.64 %","0.3 per 100k persons"
"Denmark","DNK",5792000,"High income","August 31, 2022",1,0.0624,22.53,561112,13.58,6788.584,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","6.2 %","22.53 per 1,000 persons","13.58 %","6788.6 per 100k persons"
"Djibouti","DJI",988000,"Lower middle income","August 01, 2022",31,0.0301,0.39,716,10.09,35.91,"Does not meet testing target","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","3 %","0.39 per 1,000 persons","10.09 %","35.9 per 100k persons"
"Dominica","DMA",72000,"Upper middle income","December 28, 2021",247,0.0682,8.62,39,0.15,27.62,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","6.8 %","8.62 per 1,000 persons","0.15 %","27.6 per 100k persons"
"Dominican Republic","DOM",10848000,"Upper middle income","August 28, 2022",4,0.1717,0.43,1545,0.35,8.959,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","17.2 %","0.43 per 1,000 persons","0.35 %","9 per 100k persons"
"East Timor","TLS",NaN,"Lower middle income","No tests reported",NaN,NaN,NaN,357,0.02,0.076,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0.02 %","0.1 per 100k persons"
"Ecuador","ECU",17643000,"Upper middle income","February 01, 2022",212,0.3405,0.26,7406,0.87,24.205,"Insufficient testing data","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","34.1 %","0.26 per 1,000 persons","0.87 %","24.2 per 100k persons"
"Egypt","EGY",102334000,"Lower middle income","August 15, 2022",17,0.0257,0.25,2570,0.58,1.198,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","2.6 %","0.25 per 1,000 persons","0.58 %","1.2 per 100k persons"
"El Salvador","SLV",6486000,"Lower middle income","August 30, 2022",2,0.0729,0.59,513,0.26,4.403,"Meets testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Sustain","Strengthen/Leverage","Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Sustain","Strengthen/Leverage","no","7.3 %","0.59 per 1,000 persons","0.26 %","4.4 per 100k persons"
"Equatorial Guinea","GNQ",1403000,"Upper middle income","August 29, 2022",3,0.0433,0.35,214,0.09,0.428,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","4.3 %","0.35 per 1,000 persons","0.09 %","0.4 per 100k persons"
"Eritrea","ERI",3546000,"Low income","December 21, 2020",619,NaN,NaN,0,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"Estonia","EST",1327000,"High income","August 30, 2022",2,0.2624,3.59,13181,1.6,550.086,"Does not meet testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","26.2 %","3.59 per 1,000 persons","1.6 %","550.1 per 100k persons"
"Eswatini","SWZ",1160000,"Lower middle income","August 29, 2022",3,0.1313,0.55,1054,2.28,56.95,"Meets testing target","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","13.1 %","0.55 per 1,000 persons","2.28 %","57 per 100k persons"
"Ethiopia","ETH",114964000,"Low income","August 29, 2022",3,0.0946,0.05,616,0.05,0.077,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","9.5 %","0.05 per 1,000 persons","0.05 %","0.1 per 100k persons"
